StateAbbreviation,ResponsibleDistrictIdentifier,ResponsibleInstitutionIdentifier,LastOrSurname,FirstName,MiddleName,Birthdate,SSID,ExternalSSID,GradeLevelWhenAssessed,Sex,HispanicOrLatinoEthnicity,AmericanIndianOrAlaskaNative,Asian,BlackOrAfricanAmerican,White,NativeHawaiianOrOtherPacificIslander,DemographicRaceTwoOrMoreRaces,IDEAIndicator,LEPStatus,Section504Status,EconomicDisadvantageStatus,LanguageCode,EnglishLanguageProficiencyLevel,MigrantStatus,FirstEntryDateIntoUSSchool,LimitedEnglishProficiencyEntryDate,LEPExitDate,TitleIIILanguageInstructionProgramType,PrimaryDisabilityType,Delete
OR,TEST,TEST,LastName3912,Name3912,MiddleName3912,,LTSTUDENT3912,LTSTUDENT3912,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3913,Name3913,MiddleName3913,,LTSTUDENT3913,LTSTUDENT3913,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3914,Name3914,MiddleName3914,,LTSTUDENT3914,LTSTUDENT3914,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3915,Name3915,MiddleName3915,,LTSTUDENT3915,LTSTUDENT3915,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3916,Name3916,MiddleName3916,,LTSTUDENT3916,LTSTUDENT3916,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3917,Name3917,MiddleName3917,,LTSTUDENT3917,LTSTUDENT3917,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3918,Name3918,MiddleName3918,,LTSTUDENT3918,LTSTUDENT3918,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3919,Name3919,MiddleName3919,,LTSTUDENT3919,LTSTUDENT3919,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3920,Name3920,MiddleName3920,,LTSTUDENT3920,LTSTUDENT3920,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3921,Name3921,MiddleName3921,,LTSTUDENT3921,LTSTUDENT3921,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3922,Name3922,MiddleName3922,,LTSTUDENT3922,LTSTUDENT3922,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3923,Name3923,MiddleName3923,,LTSTUDENT3923,LTSTUDENT3923,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3924,Name3924,MiddleName3924,,LTSTUDENT3924,LTSTUDENT3924,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3925,Name3925,MiddleName3925,,LTSTUDENT3925,LTSTUDENT3925,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3926,Name3926,MiddleName3926,,LTSTUDENT3926,LTSTUDENT3926,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3927,Name3927,MiddleName3927,,LTSTUDENT3927,LTSTUDENT3927,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3928,Name3928,MiddleName3928,,LTSTUDENT3928,LTSTUDENT3928,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3929,Name3929,MiddleName3929,,LTSTUDENT3929,LTSTUDENT3929,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3930,Name3930,MiddleName3930,,LTSTUDENT3930,LTSTUDENT3930,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3931,Name3931,MiddleName3931,,LTSTUDENT3931,LTSTUDENT3931,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3932,Name3932,MiddleName3932,,LTSTUDENT3932,LTSTUDENT3932,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3933,Name3933,MiddleName3933,,LTSTUDENT3933,LTSTUDENT3933,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3934,Name3934,MiddleName3934,,LTSTUDENT3934,LTSTUDENT3934,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3935,Name3935,MiddleName3935,,LTSTUDENT3935,LTSTUDENT3935,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3936,Name3936,MiddleName3936,,LTSTUDENT3936,LTSTUDENT3936,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3937,Name3937,MiddleName3937,,LTSTUDENT3937,LTSTUDENT3937,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3938,Name3938,MiddleName3938,,LTSTUDENT3938,LTSTUDENT3938,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3939,Name3939,MiddleName3939,,LTSTUDENT3939,LTSTUDENT3939,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3940,Name3940,MiddleName3940,,LTSTUDENT3940,LTSTUDENT3940,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3941,Name3941,MiddleName3941,,LTSTUDENT3941,LTSTUDENT3941,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3942,Name3942,MiddleName3942,,LTSTUDENT3942,LTSTUDENT3942,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3943,Name3943,MiddleName3943,,LTSTUDENT3943,LTSTUDENT3943,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3944,Name3944,MiddleName3944,,LTSTUDENT3944,LTSTUDENT3944,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3945,Name3945,MiddleName3945,,LTSTUDENT3945,LTSTUDENT3945,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3946,Name3946,MiddleName3946,,LTSTUDENT3946,LTSTUDENT3946,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3947,Name3947,MiddleName3947,,LTSTUDENT3947,LTSTUDENT3947,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3948,Name3948,MiddleName3948,,LTSTUDENT3948,LTSTUDENT3948,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3949,Name3949,MiddleName3949,,LTSTUDENT3949,LTSTUDENT3949,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3950,Name3950,MiddleName3950,,LTSTUDENT3950,LTSTUDENT3950,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3951,Name3951,MiddleName3951,,LTSTUDENT3951,LTSTUDENT3951,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3952,Name3952,MiddleName3952,,LTSTUDENT3952,LTSTUDENT3952,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3953,Name3953,MiddleName3953,,LTSTUDENT3953,LTSTUDENT3953,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3954,Name3954,MiddleName3954,,LTSTUDENT3954,LTSTUDENT3954,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3955,Name3955,MiddleName3955,,LTSTUDENT3955,LTSTUDENT3955,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3956,Name3956,MiddleName3956,,LTSTUDENT3956,LTSTUDENT3956,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3957,Name3957,MiddleName3957,,LTSTUDENT3957,LTSTUDENT3957,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3958,Name3958,MiddleName3958,,LTSTUDENT3958,LTSTUDENT3958,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3959,Name3959,MiddleName3959,,LTSTUDENT3959,LTSTUDENT3959,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3960,Name3960,MiddleName3960,,LTSTUDENT3960,LTSTUDENT3960,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3961,Name3961,MiddleName3961,,LTSTUDENT3961,LTSTUDENT3961,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3962,Name3962,MiddleName3962,,LTSTUDENT3962,LTSTUDENT3962,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3963,Name3963,MiddleName3963,,LTSTUDENT3963,LTSTUDENT3963,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3964,Name3964,MiddleName3964,,LTSTUDENT3964,LTSTUDENT3964,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3965,Name3965,MiddleName3965,,LTSTUDENT3965,LTSTUDENT3965,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3966,Name3966,MiddleName3966,,LTSTUDENT3966,LTSTUDENT3966,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3967,Name3967,MiddleName3967,,LTSTUDENT3967,LTSTUDENT3967,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3968,Name3968,MiddleName3968,,LTSTUDENT3968,LTSTUDENT3968,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3969,Name3969,MiddleName3969,,LTSTUDENT3969,LTSTUDENT3969,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3970,Name3970,MiddleName3970,,LTSTUDENT3970,LTSTUDENT3970,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3971,Name3971,MiddleName3971,,LTSTUDENT3971,LTSTUDENT3971,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3972,Name3972,MiddleName3972,,LTSTUDENT3972,LTSTUDENT3972,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3973,Name3973,MiddleName3973,,LTSTUDENT3973,LTSTUDENT3973,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3974,Name3974,MiddleName3974,,LTSTUDENT3974,LTSTUDENT3974,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3975,Name3975,MiddleName3975,,LTSTUDENT3975,LTSTUDENT3975,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3976,Name3976,MiddleName3976,,LTSTUDENT3976,LTSTUDENT3976,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3977,Name3977,MiddleName3977,,LTSTUDENT3977,LTSTUDENT3977,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3978,Name3978,MiddleName3978,,LTSTUDENT3978,LTSTUDENT3978,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3979,Name3979,MiddleName3979,,LTSTUDENT3979,LTSTUDENT3979,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3980,Name3980,MiddleName3980,,LTSTUDENT3980,LTSTUDENT3980,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3981,Name3981,MiddleName3981,,LTSTUDENT3981,LTSTUDENT3981,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3982,Name3982,MiddleName3982,,LTSTUDENT3982,LTSTUDENT3982,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3983,Name3983,MiddleName3983,,LTSTUDENT3983,LTSTUDENT3983,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3984,Name3984,MiddleName3984,,LTSTUDENT3984,LTSTUDENT3984,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3985,Name3985,MiddleName3985,,LTSTUDENT3985,LTSTUDENT3985,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3986,Name3986,MiddleName3986,,LTSTUDENT3986,LTSTUDENT3986,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3987,Name3987,MiddleName3987,,LTSTUDENT3987,LTSTUDENT3987,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3988,Name3988,MiddleName3988,,LTSTUDENT3988,LTSTUDENT3988,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3989,Name3989,MiddleName3989,,LTSTUDENT3989,LTSTUDENT3989,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3990,Name3990,MiddleName3990,,LTSTUDENT3990,LTSTUDENT3990,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3991,Name3991,MiddleName3991,,LTSTUDENT3991,LTSTUDENT3991,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3992,Name3992,MiddleName3992,,LTSTUDENT3992,LTSTUDENT3992,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3993,Name3993,MiddleName3993,,LTSTUDENT3993,LTSTUDENT3993,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3994,Name3994,MiddleName3994,,LTSTUDENT3994,LTSTUDENT3994,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3995,Name3995,MiddleName3995,,LTSTUDENT3995,LTSTUDENT3995,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3996,Name3996,MiddleName3996,,LTSTUDENT3996,LTSTUDENT3996,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3997,Name3997,MiddleName3997,,LTSTUDENT3997,LTSTUDENT3997,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3998,Name3998,MiddleName3998,,LTSTUDENT3998,LTSTUDENT3998,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName3999,Name3999,MiddleName3999,,LTSTUDENT3999,LTSTUDENT3999,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4000,Name4000,MiddleName4000,,LTSTUDENT4000,LTSTUDENT4000,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4001,Name4001,MiddleName4001,,LTSTUDENT4001,LTSTUDENT4001,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4002,Name4002,MiddleName4002,,LTSTUDENT4002,LTSTUDENT4002,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4003,Name4003,MiddleName4003,,LTSTUDENT4003,LTSTUDENT4003,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4004,Name4004,MiddleName4004,,LTSTUDENT4004,LTSTUDENT4004,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4005,Name4005,MiddleName4005,,LTSTUDENT4005,LTSTUDENT4005,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4006,Name4006,MiddleName4006,,LTSTUDENT4006,LTSTUDENT4006,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4007,Name4007,MiddleName4007,,LTSTUDENT4007,LTSTUDENT4007,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4008,Name4008,MiddleName4008,,LTSTUDENT4008,LTSTUDENT4008,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4009,Name4009,MiddleName4009,,LTSTUDENT4009,LTSTUDENT4009,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4010,Name4010,MiddleName4010,,LTSTUDENT4010,LTSTUDENT4010,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4011,Name4011,MiddleName4011,,LTSTUDENT4011,LTSTUDENT4011,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4012,Name4012,MiddleName4012,,LTSTUDENT4012,LTSTUDENT4012,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4013,Name4013,MiddleName4013,,LTSTUDENT4013,LTSTUDENT4013,03,Male,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4014,Name4014,MiddleName4014,,LTSTUDENT4014,LTSTUDENT4014,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4015,Name4015,MiddleName4015,,LTSTUDENT4015,LTSTUDENT4015,03,Male,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4016,Name4016,MiddleName4016,,LTSTUDENT4016,LTSTUDENT4016,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4017,Name4017,MiddleName4017,,LTSTUDENT4017,LTSTUDENT4017,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4018,Name4018,MiddleName4018,,LTSTUDENT4018,LTSTUDENT4018,03,Male,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4019,Name4019,MiddleName4019,,LTSTUDENT4019,LTSTUDENT4019,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4020,Name4020,MiddleName4020,,LTSTUDENT4020,LTSTUDENT4020,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4021,Name4021,MiddleName4021,,LTSTUDENT4021,LTSTUDENT4021,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4022,Name4022,MiddleName4022,,LTSTUDENT4022,LTSTUDENT4022,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4023,Name4023,MiddleName4023,,LTSTUDENT4023,LTSTUDENT4023,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4024,Name4024,MiddleName4024,,LTSTUDENT4024,LTSTUDENT4024,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4025,Name4025,MiddleName4025,,LTSTUDENT4025,LTSTUDENT4025,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4026,Name4026,MiddleName4026,,LTSTUDENT4026,LTSTUDENT4026,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4027,Name4027,MiddleName4027,,LTSTUDENT4027,LTSTUDENT4027,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4028,Name4028,MiddleName4028,,LTSTUDENT4028,LTSTUDENT4028,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4029,Name4029,MiddleName4029,,LTSTUDENT4029,LTSTUDENT4029,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4030,Name4030,MiddleName4030,,LTSTUDENT4030,LTSTUDENT4030,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4031,Name4031,MiddleName4031,,LTSTUDENT4031,LTSTUDENT4031,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4032,Name4032,MiddleName4032,,LTSTUDENT4032,LTSTUDENT4032,03,Female,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4033,Name4033,MiddleName4033,,LTSTUDENT4033,LTSTUDENT4033,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4034,Name4034,MiddleName4034,,LTSTUDENT4034,LTSTUDENT4034,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4035,Name4035,MiddleName4035,,LTSTUDENT4035,LTSTUDENT4035,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4036,Name4036,MiddleName4036,,LTSTUDENT4036,LTSTUDENT4036,03,Female,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4037,Name4037,MiddleName4037,,LTSTUDENT4037,LTSTUDENT4037,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4038,Name4038,MiddleName4038,,LTSTUDENT4038,LTSTUDENT4038,03,Male,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4039,Name4039,MiddleName4039,,LTSTUDENT4039,LTSTUDENT4039,03,Female,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4040,Name4040,MiddleName4040,,LTSTUDENT4040,LTSTUDENT4040,03,Male,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4041,Name4041,MiddleName4041,,LTSTUDENT4041,LTSTUDENT4041,03,Female,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4042,Name4042,MiddleName4042,,LTSTUDENT4042,LTSTUDENT4042,03,Female,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4043,Name4043,MiddleName4043,,LTSTUDENT4043,LTSTUDENT4043,03,Female,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
OR,TEST,TEST,LastName4044,Name4044,MiddleName4044,,LTSTUDENT4044,LTSTUDENT4044,03,Male,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,
